action id edge_id distance d1 d2 d3 d4 d5 d6 d7 d8 d9 d10
1 21 17313 0.761552548074497 0.04661586124172394 0.20741001311231227 0.07197090443969964 0.02755296607782416 0.04144486551622842 0.08030047300987148 0.17247314757229304 0.21533812338065814 0.04461579288121879 0.09227785276817009 
1 22 17282 0.4842709063267262 0.1307423701041917 0.08773372168012825 0.11423505567480886 0.13399681194197932 0.12133503564992709 0.13816288709651997 0.08343717622608685 0.09389483039868642 0.038298351805894144 0.05816375942177742 
1 23 7232 0.0013532575096509847 0.14579922500785447 0.26330155915476267 0.08239710199447849 0.03343783694437792 0.09190554989913977 0.17386906869893812 0.03107264034247818 0.12003149838694764 0.05057041143603015 0.007615108134992511 
1 24 20136 0.6881501155142252 0.1361308874294932 0.1707929174784324 0.11821641888789088 0.06843474694448735 0.059397571776088495 0.19621823060159782 0.08954223208498303 0.10231802864368622 0.05448083027124639 0.004468135882094257 
1 25 4022 0.7994378376955581 0.112007867340751 0.08434192282606294 0.01366282366064159 0.12267328030468415 0.008256983564384862 0.1886828132127618 0.09508021568638882 0.179934013997874 0.09081129901352808 0.10454878039292273 
1 26 14286 0.90790559198125 0.08428093758115758 0.2264640844749934 0.028395077118430718 0.06749686320326326 0.0960530143479728 0.01706548714322237 0.2126214965123128 0.242158342037588 0.013905421093919734 0.011559276487139638 
1 27 8123 0.08113636418550141 0.13256220299030158 0.001679078877769615 0.12352772622275711 0.0952863445626847 0.1367138958273075 0.06442009444322404 0.14248523515817116 0.13966886495842085 0.15815782752169455 0.005498729437668977 
1 28 7870 0.3215347225083248 0.05844243492163272 0.13108141551810815 0.004100805435750506 0.08775755340038613 0.07534173621196985 0.14934465966243776 0.16603953622522458 0.1686423177461637 0.1284803662702809 0.030769174608045628 
1 29 5149 0.856964198575531 0.014447412970883583 0.11885435047817655 0.00853937086157834 0.05266365737255937 0.13364937614683503 0.08718411902074488 0.15599005628119028 0.08373945965942414 0.17973478432341944 0.1651974128851884 
1 30 524 0.33918970795222725 0.11376157317841921 0.10600488011209576 0.093791135384125 0.11126365134845902 0.12562800277002562 0.1268471593476541 0.08919852078999317 0.09972945790101086 0.04572888440553192 0.08804673476268533 
1 31 19757 0.6458856083229779 0.13308797101187764 0.0372133683400085 0.14537098251137787 0.175908492925319 0.010183917494087539 0.020057302809947445 0.13149031800585342 0.13169290405978626 0.1698963073448006 0.04509843549694163 
1 32 3750 0.5768794118218998 0.1144312088003741 0.0007880244130881217 0.11578428337378588 0.13009224154707055 0.07039221192608626 0.06316454239463097 0.16006329075829243 0.13889774005978214 0.13602262909150342 0.07036382763538605 
1 33 19959 0.1583296886949953 0.040644000077006526 0.17635657954188527 0.033612960682752 0.0886219396825497 0.06471454591828131 0.1625301968758974 0.12342944420021772 0.12472708375967438 0.07216625776289827 0.11319699149883741 
1 34 4280 0.22578570831420275 0.1766473629280289 0.11898381007806957 0.0010358958412860304 0.028846368843596783 0.04589087939691856 0.17975852114193108 0.04980776611555908 0.1413919764640133 0.16539311870171536 0.09224430048888116 
1 35 18274 0.872117041287728 0.06815630071371985 0.1702812326670418 0.06673778333082929 0.02364709643196192 0.03573850082825739 0.0922017646927989 0.11741728869111233 0.1304747472782697 0.13569373698966833 0.15965154837634046 
1 36 18436 0.8604266956119905 0.010694725627649605 0.15345720814915192 0.17200283545530737 0.07696169355788463 0.08295657725582595 0.06964334710494219 0.15002634295627226 0.022368009878629937 0.05395358814997964 0.20793567186435663 
1 37 51 0.47352188868201284 0.10799053831702403 0.11626460645791148 0.13482421623127674 0.1363312979980978 0.032119144268080456 0.10863467752867556 0.12733654484305373 0.048804604036242684 0.10551558474596563 0.08217878557367189 
1 38 12936 0.32668223906778393 0.01856176324744964 0.15457130807693495 0.06919078148142757 0.0126093917902403 0.17712978437496013 0.13019913988371024 0.22774033756308262 0.045851427734036394 0.024853361262012697 0.13929270458614565 
1 39 13968 0.7205580084633846 0.08059306946675295 0.012990388205401718 0.17100161983293938 0.12784286855612162 0.09189519167486487 0.03780318923563846 0.1320146450358366 0.10084733841320159 0.12987727623153333 0.11513441334770957 
1 40 5221 0.24670255353911663 0.007976586467632362 0.011314523579456977 0.0955254047096669 0.025278827790678936 0.05585699285008969 0.16204989455324634 0.24053643689674079 0.03179226669640494 0.1622408004174566 0.20742826603862652 
1 41 14247 0.02896314029276481 0.06361317988752391 0.190332042882728 0.016242202952140503 0.0251224038620656 0.014444427695299704 0.13957187865030202 0.1340420435101057 0.14322681401722806 0.14065049083626677 0.13275451570633953 
1 42 20067 0.7965813957456377 0.1298637896136866 0.03526829386265696 0.16073850261659692 0.11617150287866511 0.1023393785299863 0.17084470578241845 0.019250526688417244 0.016813975220694978 0.14882153164502981 0.09988779316184748 
1 43 15565 0.9831402939909774 0.025260459916764327 0.11649480407705898 0.1042348347798623 0.10934656702970888 0.11591195407098097 0.15200680193503865 0.15461150018219647 0.022428879545898818 0.12389814131203189 0.07580605715045868 
1 44 11293 0.7076454736555368 0.09944167879154546 0.07611043466187262 0.03512594507662847 0.004593543130382133 0.12303931627056741 0.15487681301649125 0.01866271737467454 0.18662092809462677 0.08811255097462327 0.21341607260858808 
1 45 11877 0.00645595523600806 0.1676988719027191 0.21739481225598742 0.05130136899440863 0.14199551816431755 0.06898760136169721 0.03000221953223416 0.1420432613642021 0.038253914265295286 0.1383132217352216 0.004009210423917077 
1 46 4676 0.5505187713170233 0.05735559545640477 0.16882782512631062 0.1691560529836449 0.009799342149694874 0.12240692996629123 0.13075563939492335 0.16452577531135076 0.08693231009776357 0.05895509550296554 0.03128543401065053 
1 47 16874 0.938005537887085 0.06004660851475898 0.009504962300166776 0.1057904278502949 0.11538660238608645 0.07217924520308268 0.05757330099323247 0.14821218028291194 0.17892909613197608 0.18110184741796637 0.07127572891952333 
1 48 20884 0.15258726418436075 0.11287471398136305 0.167963831003392 0.1838370181430788 0.14704919719135806 0.02117177935308616 0.1077166620550778 0.10362695554747978 0.09397355438627643 0.03318671185800944 0.028599576480878536 
1 49 5414 0.09502428727759404 0.13642082819989548 0.1139070219666238 0.08527616583202766 0.09347078966740921 0.17480642287555362 0.16537685467939833 0.14798581771142028 0.026169830527424096 0.0029632036953624783 0.05362306484488503 
1 50 4601 0.3320975787694769 0.1789549931154236 0.16221191071508995 0.15401773040356115 0.007122579449311773 0.08016487967655915 0.06790321282411535 0.01395540821166992 0.15262518622279955 0.1325990369742586 0.050445062407210986 
1 51 1810 0.8703081881692706 0.12464969037251918 0.005117803041023885 0.04652057039776412 0.16992569798557644 0.1394400674675468 0.11558689729996617 0.11310884199288188 0.1581281551983067 0.07529543386095557 0.05222684238345916 
1 52 13950 0.6324128978888014 0.1543072915298866 0.13466054681891138 0.1563680773318308 0.010531450638674857 0.07390125658251877 0.0027798960529982725 0.14524182106494396 0.031990853371634556 0.11197008026790342 0.1782487263406972 
1 53 5987 0.4533011864762827 0.11895481208567726 0.04873227326749904 0.12936524924588905 0.06398253075110076 0.11318018977711605 0.053129304136436524 0.1398482969360701 0.1608957342812749 0.07965239859503927 0.0922592109238971 
1 54 3621 0.4230402322799274 0.1443074626544855 0.03450529757503191 0.1815861064539019 0.06996515901039659 0.15875925243824224 0.1275840407817033 0.09350348491060699 0.06786917500054407 0.02446910439424327 0.09745091678084412 
1 55 6384 0.7044371024778774 0.04482825458850699 0.04698612319415205 0.05938662278987531 0.2332754741366993 0.057183897439729424 0.15672825532275833 0.21309083041247923 0.009484749774055723 0.08016864657358622 0.09886714576815732 
1 56 14958 0.20605037387786296 0.17997910205227308 0.030292470185569187 0.12814401071409187 0.0490861801066955 0.10482053021639459 0.1284940877396116 0.10247622910014807 0.11022168284747778 0.09315592747775708 0.07332977955998116 
1 57 90 0.10059482924499397 0.13353557456177934 0.012894002559958427 0.0773608370085972 0.19734598966898628 0.015010405754610965 0.188285690297343 0.034659632842293904 0.16679770870030103 0.03177819486819363 0.14233196373793633 
1 58 3379 0.5114345201525482 0.15005656671130302 0.09534382134479383 0.15113084197188464 0.039331435269095834 0.14226912570463587 0.022104133394935867 0.17540257966725076 0.01595228329421545 0.10250600688719148 0.1059032057546933 
1 59 15378 0.331334749830953 0.15407445531534938 0.11319790448547921 0.1697591912517372 0.13390693138623677 0.07904633049472819 0.010782651936991839 0.10279791157990784 0.12468985026147897 0.08296727413276493 0.028777499155325768 
1 60 14673 0.20702240797312954 0.12386816558934861 0.08761488560543823 0.10838629938254617 0.12853104209093807 0.10328518644422419 0.1346796153323987 0.06886143440728319 0.13292040525585327 0.09516364295538962 0.016689322936579903 
1 61 10090 0.9287222236161885 0.13871533216375573 0.030816149900347412 0.1921935974652778 0.12326487399679197 0.09890689097101835 0.09480469512890582 0.04456432630235333 0.1294077405211097 0.13029039567387624 0.017035997876563617 
1 62 11884 0.819010604147355 0.07727679555336668 0.08276765102797438 0.14053653447467918 0.09247750385303868 0.1601302496708727 0.12127093227922878 0.021357758556348232 0.06536810644973969 0.12264486638057824 0.11616960175417344 
1 63 14696 0.9821782808592874 0.16347806788492564 0.07309669857185197 0.06989772321277622 0.04075995450637119 0.07286223713443907 0.1601559000054805 0.08012751868580742 0.14652889409571826 0.0007579713553064042 0.19233503454732323 
1 64 11390 0.11439326350023815 0.07041680512825683 0.07905582652321962 0.1369190641827846 0.06823503876371945 0.18621369105923968 0.08212252227792052 0.0458480259675382 0.08622138109989265 0.0939569016874002 0.15101074331002814 
1 65 11084 0.9773254603707494 0.06923575372895631 0.12869440499255536 0.08106175866815823 0.1639635508452405 0.10148921779064987 0.180249044625291 0.032743189818469215 0.062171555581326324 0.15725383021088743 0.02313769373846569 
1 66 1948 0.4163337654331356 0.047338630590480886 0.14776653653720898 0.14169331738536678 0.08776593521254653 0.12083254799000151 0.058962651124432754 0.13501793282161642 0.10239892537205363 0.0477130975195245 0.11051042544676808 
1 67 2710 0.8486931842123296 0.1679098569024669 0.10729483327797633 0.12198558788936066 0.042961603202214406 0.05181977846042701 0.09805631483207505 0.1262279041883654 0.11147807443579263 0.16460464001627204 0.007661406795049523 
1 68 16613 0.7191499406161473 0.14568505206327934 0.09665493803856448 0.052088462261614496 0.07884618564088475 0.11722629489095515 0.06998253513590225 0.07631946539398683 0.10971099535575864 0.1457135346584654 0.10777253656058872 
1 69 2346 0.7634205245283915 0.02006893882033128 0.07076499857826259 0.1770368041884362 0.23471267445867053 0.0609447316592008 0.011436822045401487 0.14684290921241608 0.08215885217501868 0.07314734718597488 0.12288592167628748 
1 70 13831 0.9302129283687541 0.04249511711033541 0.1754884593698177 0.1503133639244366 0.11429479660540133 0.15999468046823645 0.09514849281947392 0.0394596402114207 0.04632216581649707 0.058826481007561215 0.11765680266681985 
1 71 13340 0.8948934251337853 0.16116939046646708 0.07858112497743061 0.15272967083403816 0.18097908166112878 0.22535962372838736 0.01229685533692649 0.12133490314148772 0.0009244086211483283 0.04478416670561546 0.021840774527370006 
1 72 20011 0.6954862975518035 0.06095078057456427 0.13751137040581546 0.13628780201417892 0.05920931931545758 0.08576781219332304 0.10239200074843147 0.07088593723086055 0.1680898934661997 0.15778644624247534 0.021118637808693674 
1 73 10240 0.8403298956910547 0.19776686803713134 0.1388510119571862 0.18213784228759253 0.043644162010406676 0.05105397262751636 0.09608007521456512 0.21044307196894077 0.038780521959525534 0.031216366849058614 0.010026107088076875 
1 74 3913 0.7420073945254095 0.08958535120763828 0.007937896675629276 0.09489780799868017 0.09647547690682537 0.14888413767687314 0.16439981091942515 0.1015730925783695 0.14167702514508093 0.04266748132489585 0.11190191956658244 
1 75 3658 0.3479024596100495 0.1793618329771183 0.0020699187041581186 0.05250886559535007 0.14878181726898992 0.09799411752755648 0.16688538128911573 0.11911523081507214 0.053734613210056244 0.15015258609892063 0.02939563651366225 
1 76 20384 0.9860311773161541 0.13647146231057528 0.1252937227490013 0.0904515599112431 0.09003125605409247 0.1369759847409332 0.08490101521175857 0.05071854304968096 0.1565334775737699 0.03133907152862851 0.09728390687031693 
1 77 10766 0.9403798998642773 0.018577553103528092 0.22897359089335445 0.08529542429800079 0.05092141433106555 0.023203417431712628 0.1495981374072499 0.19584509212106313 0.11778736785051534 0.00874482385780896 0.12105317870570124 
1 78 1882 0.17720856080378244 0.16490374709593356 0.044528360304923464 0.01645355404080684 0.12139987992394667 0.08070857111876618 0.020847330950740088 0.21471031354498196 0.1589349693442419 0.12249726526316723 0.05501600841249219 
1 79 3197 0.34723027920538463 0.17022963610241465 0.18509701291259875 0.03384458215843126 0.09813210612999702 0.012810864917907259 0.042006169279350164 0.050681878882264234 0.12134767260771118 0.16286358148610727 0.12298649552321811 
1 80 17443 0.23069834349969065 0.02994788028712882 0.10433394190363779 0.03960832876556808 0.16911955782107727 0.006210466409683785 0.17576682205950375 0.044892356253318305 0.17664749274932717 0.07183917178420657 0.18163398196654848 
1 81 14124 0.7874840310243572 0.06886300972189031 0.09484433157213167 0.11129164342948931 0.12298200536941016 0.06451444004831454 0.11067825489262756 0.13463440131419963 0.11881685711523403 0.09907465674648282 0.07430039979021981 
1 82 12877 0.25688731564282286 0.09796133161471546 0.04475895841351402 0.15090843253422792 0.16366833152064963 0.202987490366241 0.024214157131070307 0.1141154958538544 0.19487265297007275 0.004065311437299121 0.002447838158355436 
1 83 748 0.17791767655862167 0.12682210470643102 0.12772577279001923 0.13508750321668697 0.14366316887276206 0.011661090193326978 0.03436191718215957 0.14499065844457676 0.053871927333101276 0.08996247471479933 0.13185338254613665 
1 84 21382 0.5117914850479707 0.14030646646528014 0.1768256488454885 0.008063546568522725 0.09963593801098507 0.1210173225077233 0.19274379558681445 0.010923606678509203 0.1490131646083697 0.09483541171759706 0.006635099010709803 
1 85 14705 0.951603191406397 0.12123873816785133 0.1404202916927141 0.009213872868783078 0.09317334274115621 0.02209639013744954 0.14802357722861018 0.15200780418214274 0.06266577341209616 0.08530950099235222 0.16585070857684442 
1 86 19401 0.368515235699453 0.06311619691154301 0.07147230384025902 0.1798172749461396 0.06364604649062372 0.22317363179818378 0.026112790754608255 0.040193873132199964 0.182454405623659 0.04921718457100806 0.10079629193177544 
1 87 13018 0.07110581273177075 0.08140715111133531 0.046923415957606684 0.12382335486437378 0.12641575470137317 0.07828096544409498 0.08262238774317475 0.1253896463355679 0.13687443186159598 0.08755763026932277 0.11070526171155466 
1 88 15835 0.11575515656833624 0.04321440916807959 0.245179942157284 0.03587367302662837 0.1469778307812926 0.10264000199119662 0.03996811876173116 0.11462891544831054 0.013284614431764928 0.05657392589178258 0.20165856834192952 
1 89 1709 0.5942352754609405 0.054573538115916656 0.17318939464021926 0.08118456820913213 0.05053178562762388 0.056345808080358946 0.21945311419338576 0.1884325842289276 0.007124271544028099 0.05742467630762618 0.11174025905278163 
1 90 3011 0.2896550431403928 0.16384445892163865 0.1735003779826555 0.05037735480210839 0.08706874420102176 0.2060964926950435 0.10834787524601268 0.01033193414244731 0.10179406005447783 0.09591870977685815 0.002719992177736334 
1 91 13360 0.02129743430416131 0.030552735915608708 0.1069252027634357 0.02208158564337599 0.18258217280780292 0.08728574290921805 0.09475648490746909 0.06691018274358522 0.11508618969124666 0.05734353876778235 0.23647616385047524 
1 92 10942 0.568155134722769 0.07357047074982395 0.0881454095006017 0.10626493358535172 0.046310728710645004 0.11321242824756898 0.1668199952741066 0.14533659836060583 0.10820423315944375 0.014575117143385915 0.13756008526846655 
1 93 12563 0.023332935104825592 0.12877709898497092 0.014451328964746697 0.26113175808934985 0.2369226081838731 0.035366040129481455 0.03857329236086912 0.08515340198143642 0.0006808197450205227 0.017253599043471717 0.18169005251678022 
1 94 18635 0.886914415442459 0.0042140464970594205 0.14813467399278168 0.06971771850940597 0.055173780092573614 0.16686438051946823 0.12172296493106333 0.18804905832699736 0.08078970706675148 0.040161816501827194 0.12517185356207147 
1 95 4655 0.8839583144615382 0.17891888319719404 0.14300596402366503 0.1303719455854045 0.17392382476913806 0.010389782954917886 0.14006767571014214 0.10205080655042142 0.0055372371893289505 0.08434881481485229 0.03138506520493567 
1 96 5521 0.48360597064844313 0.048727816718067384 0.06728598176008106 0.1669070266246835 0.09379083117538235 0.11395422419074212 0.17498637574636652 0.042596128096257915 0.004266911110824654 0.16493640411305063 0.1225483004645438 
1 97 10741 0.3738389481757711 0.0673352415554432 0.1459676739779268 0.13445371627242073 0.027546214489378 0.0012048108272150857 0.13145030280960185 0.1484170643564061 0.1525042404587743 0.1624826490278808 0.028638086224953042 
1 98 10365 0.778719134148968 0.13495311517981823 0.14612911643177323 0.021198503400473495 0.00025921239383924923 0.014476673299743881 0.1548978559933671 0.14081226864559973 0.14594941223019234 0.1491938274566979 0.09213001496849488 
1 99 8911 0.7041766313621842 0.12285695707039897 0.13134078006964023 0.016738346290015672 0.15200301358441876 0.1580383151895889 0.030370039790436055 0.01593203959512296 0.08657811599015809 0.1356090530835336 0.1505333393366868 
1 100 18944 0.03294130245108662 0.03266962847642373 0.14853947566286302 0.04222229467947468 0.18894674104157164 0.0025725544607138775 0.17151202982743982 0.116649542260521 0.06285969662296277 0.051075543140911187 0.18295249382711837 
1 101 455 0.8798733794700628 0.14746124814099876 0.08617921695436412 0.16016411042067136 0.11498208269411228 0.025867119443641964 0.08710124557916714 0.09808761241714845 0.07345360639665557 0.0530318371586145 0.15367192079462597 
1 102 3370 0.9379514599911086 0.0825586453084668 0.06225278009967045 0.06608697750951356 0.1501634703808775 0.14126232232045538 0.01964155579583518 0.0471008291619966 0.13375283961689935 0.13271321975907177 0.16446736004721338 
1 103 11800 0.5142786603500014 0.21703347511090257 0.01289360761587492 0.18573370991476948 0.10993349539105658 0.048357074395652636 0.04269436447332856 0.17354848053230074 0.055430708073051324 0.08746029595829084 0.0669147885347724 
1 104 7308 0.9257010260250179 0.1536935819301708 0.18634179660476224 0.1534252262041952 0.09854573413308881 0.04315722356314727 0.057663316566171414 0.112790189085784 0.027639320624580844 0.1503974617032236 0.016346149584876048 
1 105 17943 0.3707777897763104 0.14011751711341736 0.09134970728798072 0.09790663688137884 0.12395213824862933 0.08924730599527744 0.11260223020817926 0.15285964932623772 0.05418984619581869 0.09329162255491133 0.044483346188169584 
1 106 13915 0.8150586073328304 0.11010864274427742 0.04678007715142751 0.06069091451383627 0.06522541600393382 0.15672540979026453 0.06332558963434301 0.0994588761650686 0.1391173575732737 0.1508783259659965 0.10768939045757854 
1 107 12630 0.675136882028441 0.1984310933547692 0.0024851500582395015 0.0591281394097804 0.053843636001952445 0.15677439116371766 0.08644870433025194 0.0011857912264646778 0.15268823457214895 0.232262978536849 0.05675188134582637 
1 108 8456 0.7323463997336433 0.10428482893617748 0.12279213090112213 0.005384498076875086 0.12520049174774905 0.1077061729451192 0.13908353007622673 0.038661786671550354 0.1610220199873804 0.12688354668486088 0.06898099397293857 
1 109 6367 0.7579048935515345 0.14077448971102732 0.11356740210710534 0.07499692589486529 0.12664658378204863 0.0877523571563946 0.06700504559745626 0.05018054083935168 0.12330987567353666 0.10533994877085241 0.110426830467362 
1 110 21361 0.2939769752292086 0.1052553033606663 0.13663886206277803 0.008236801452884654 0.16341606106320483 0.16781506486897502 0.16707534279240466 0.03156131637967837 0.030059660524833134 0.03666223913468325 0.15327934835989185 
1 111 14805 0.14415990874442564 0.1227370824842727 0.11547815818193033 0.08252490382329125 0.1311279815890361 0.04490388991897945 0.014271347387013746 0.15541450849395122 0.05887103628147347 0.1220922702917369 0.15257882154831484 
1 112 11389 0.04930337643347216 0.10055026388003714 0.030659911973027264 0.0820912972216616 0.13669077031092772 0.043532344326150045 0.14818500030970827 0.13268902388997997 0.12242134214843559 0.18330548643616362 0.01987455950390869 
1 113 19773 0.471276656616898 0.12683682796367804 0.17914978306657264 0.1377929815730635 0.08660327690972934 0.021894587620746708 0.09838669420051181 0.0713294457424037 0.09148365956832998 0.08825567908399212 0.09826706427097223 
1 114 12801 0.46712798676904443 0.049490967773697436 0.157240830465599 0.059740283779579705 0.09043698680058615 0.11885206089212653 0.14874802538145748 0.15358662783930588 0.07605240433195033 0.0031314780934440264 0.14272033464225337 
1 115 14966 0.1342332070022506 0.1081116716917062 0.03155524786291999 0.08712797889538146 0.22782528761545162 0.06172378563466786 0.008374638703937357 0.20333066903410704 0.1520147847937459 0.048136047088420446 0.07179988867966204 
1 116 11126 0.07028779040535471 0.1077339132566411 0.07275943740128327 0.043887048206547645 0.14794234164456088 0.14008924440195114 0.12967108868771168 0.17732737320933162 0.006279289885592805 0.10554056809606446 0.06876969521031544 
1 117 5902 0.1656831238160167 0.13422929554434918 0.18090385055397004 0.036244307308136284 0.12345638217112893 0.132222588773536 0.09160503362294267 0.013623663500892771 0.10045479305802615 0.062449815900174795 0.12481026956684295 
1 118 7476 0.6225602576327647 0.16948371523524539 0.1681786092865706 0.00899150377898251 0.008879678060831439 0.13002521049706303 0.08340408402715067 0.09956001315068082 0.16067620926707513 0.06307296990741233 0.10772800678898811 
1 119 7030 0.23011793484412846 0.128517764588165 0.061472597248430606 0.15574057307328704 0.06693696254399605 0.10272493843061321 0.10150846387607551 0.048854318104348815 0.11003554240918503 0.17382288122172218 0.05038595850417645 
1 120 137 0.7531742916649633 0.054543141423632736 0.09221354631322994 0.10032111081486872 0.03532604019251077 0.22604207252205866 0.012707997778830457 0.05170865985710467 0.09093529407698603 0.20488659213914195 0.1313155448816362 
1 121 5475 0.1924377763984466 0.018496530447677722 0.08387899447401954 0.10946381967306736 0.017061364312792465 0.1189204000677153 0.22128874926333833 0.13301719746188917 0.04842829977929216 0.10266099110696858 0.14678365341323957 
1 122 4106 0.8039730165429854 0.11885328112337258 0.02577816426515104 0.04797321685730729 0.20213637475276444 0.08140414464611993 0.07685563935232635 0.23183907335352374 0.027043825009771993 0.1029367365724902 0.0851795440671726 
1 123 3051 0.0506881358160195 0.05433969106985304 0.15553229964021903 0.04020307022889796 0.04198951569995482 0.12229940596728853 0.09310777395551977 0.13125889503024776 0.14809888771486288 0.12119193359834783 0.09197852709480837 
1 124 6487 0.9341733564934249 0.029783359613850004 0.007793244225706069 0.10078136471898613 0.18257011659801609 0.1575535284240407 0.18715829721045307 0.11860860271485614 0.044643998634594305 0.07844873865555675 0.09265874920394068 
1 125 5161 0.1585557216008575 0.05884169712615586 0.1532035407784535 0.02024375631123815 0.10485400217981992 0.059708406986521634 0.04420087587717795 0.10336049444675338 0.1644537705565647 0.15943413982622753 0.1316993159110874 
1 126 10835 0.1944628509868691 0.0069896997618734205 0.18797717275591014 0.03484380175261758 0.08358534835432269 0.1997005091997192 0.1989451906158032 0.16478417345586957 0.014932941603484517 0.05832913007389541 0.04991203242650421 
1 127 13786 0.6200515451629929 0.0226691735754924 0.15260595370168215 0.04735575447834226 0.12673459556246083 0.15662571315002743 0.06576201151906855 0.09899492309958478 0.11072788494012913 0.08934229046284241 0.12918169951037028 
1 128 12327 0.6930417513487803 0.053117429897133306 0.15577104816024454 0.019383890046115904 0.1341911633728103 0.16105747345637408 0.1475569717693337 0.09708895385743575 0.10583409826432283 0.06432211874627197 0.06167685242995762 
1 129 7685 0.23897340264956624 0.08458363581422372 0.1425158735427554 0.0863474228419777 0.16231793428192856 0.08393222595451191 0.1477210379667938 0.043968550268891925 0.09683235969062551 0.029857839027438608 0.12192312061085288 
1 130 6194 0.10639359567463813 0.12651193702752825 0.06133913355525523 0.053522300792674525 0.08084549449009679 0.11369477897446585 0.17117128228091352 0.06983735520687383 0.03192764042856786 0.10541721737212005 0.1857328598715041 
